talk_id,speaker_name,institution,session_title,opportunity_type,priority,description,transcript_evidence,crispro_angle
radioligand-therapy-immunity-and-biological-mechanisms::unknown::2,Mike Evans,UCSF,radioligand-therapy-immunity-and-biological-mechanisms,biomarker_stratification_gap,high,Implement CrisPRO to define optimal imaging windows based on kinetic modeling of granzyme‑B release after PSMA‑RLT,"Speaker said: ""we don't know when to run the granzyme scan""",CrisPRO can integrate PK/PD data to predict peak granzyme activity and schedule PET scans accordingly
radioligand-therapy-immunity-and-biological-mechanisms::unknown::2,Mike Evans,UCSF,radioligand-therapy-immunity-and-biological-mechanisms,platform_superiority_angle,medium,Leverage CrisPRO’s protease‑specificity prediction to engineer next‑generation GRIP probes with reduced cross‑reactivity to caspases,"Speaker said: ""we focus on other things that we think have potentially granzyme‑like biochemical activity... there’s remarkably little activity""",Computational protease substrate design within CrisPRO can improve selectivity
radioligand-therapy-immunity-and-biological-mechanisms::unknown::2,Mike Evans,UCSF,radioligand-therapy-immunity-and-biological-mechanisms,trial_design_improvement,medium,Design a randomized arm comparing granzyme‑B PET‑guided therapy adjustments versus standard of care in PSMA‑RLT + IO patients,Speaker noted the current study is a small case series without control arm,CrisPRO can simulate trial outcomes under different imaging‑guided decision rules
radioligand-therapy-immunity-and-biological-mechanisms::unknown::3,Ravi Patel,University of Pittsburgh,radioligand-therapy-immunity-and-biological-mechanisms,combination_partner,high,Use CrisPRO to model optimal dose‑fractionation schedules that maximize tumor dose while sparing lymphoid organs for checkpoint blockade,"Speaker said: ""when we gave two and a half gray to the whole mouse, we lost that effect""",CrisPRO can simulate organ‑level radiation exposure and predict immune cell preservation
radioligand-therapy-immunity-and-biological-mechanisms::unknown::3,Ravi Patel,University of Pittsburgh,radioligand-therapy-immunity-and-biological-mechanisms,trial_design_improvement,medium,Incorporate baseline TIL or PD‑L1 biomarker stratification into future TRT + IO trials to reduce heterogeneity,Speaker noted mixed responder/non‑responder outcomes in the same model,CrisPRO can evaluate enrichment strategies and estimate power gains
radioligand-therapy-immunity-and-biological-mechanisms::unknown::3,Ravi Patel,University of Pittsburgh,radioligand-therapy-immunity-and-biological-mechanisms,failed_asset_salvage,high,"Re‑engineer NM600 with a cleavable linker that reduces off‑target lymphoid uptake, addressing the identified toxicity limitation",Speaker highlighted systemic lymphodepletion as a problem for checkpoint synergy,Computational chemistry within CrisPRO can design linkers that preferentially release radioisotope in tumor microenvironment
radiotheranostics-nuts-and-bolts::unknown::1,Kathy Cutler,Brookhaven National Lab,radiotheranostics-nuts-and-bolts,platform_superiority_angle,high,"Develop cyclotron‑based or accelerator‑based production of Lu‑177, Sc‑47/44, and other therapeutic isotopes to reduce reliance on aging reactors.","Speaker said: ""there's a lot of interest now in building new reactors... but also industry is coming on board with new ways to produce these and actually bringing these in using things like rotatrons...""","CrisPRO can model alternative production workflows, predict yield and cost, and identify optimal supply chain configurations to accelerate isotope availability."
radiotheranostics-nuts-and-bolts::unknown::1,Kathy Cutler,Brookhaven National Lab,radiotheranostics-nuts-and-bolts,combination_partner,medium,Partner with companies developing novel chelator chemistries that simplify radiolabeling of high‑activity therapeutic doses.,"Speaker said: ""we have to worry about the chemistry when you have that much radioactivity, and then the pharmacy expertise to actually bring them forward.""",CrisPRO can simulate chelator‑metal stability and predict in‑vivo biodistribution to prioritize chemistry platforms for rapid clinical translation.
radiotheranostics-nuts-and-bolts::unknown::2,Jonathan McConathy,University of Alabama,radiotheranostics-nuts-and-bolts,biomarker_stratification_gap,high,Integrate quantitative PET SUV thresholds and circulating tumor DNA to prospectively select patients most likely to benefit from dotatate or PSMA therapy.,"Speaker said: ""higher PSMA ligand uptake (SUV >10) predicted better PSA response"" and ""lower ctDNA levels predicted better PFS/OS"".",CrisPRO can combine imaging radiomics with ctDNA mutational signatures to generate a composite response predictor for radiopharmaceutical selection.
radiotheranostics-nuts-and-bolts::unknown::2,Jonathan McConathy,University of Alabama,radiotheranostics-nuts-and-bolts,combination_partner,medium,Test PARP inhibitors or immune checkpoint blockers as radiosensitizers for PSMA‑617 to enhance efficacy in DNA‑repair‑deficient tumors.,"Speaker mentioned early safety data for PARP inhibitor + radiopharmaceutical combos and the rationale that DNA‑repair defects (e.g., ATM) predict favorable PSMA response.","CrisPRO can model synergistic dose‑response curves for beta/alpha emitters with DNA‑damage response inhibitors, prioritizing combinations for trial entry."
radiotheranostics-nuts-and-bolts::unknown::2,Jonathan McConathy,University of Alabama,radiotheranostics-nuts-and-bolts,trial_design_improvement,medium,Redesign future phase III trials to use OS as primary endpoint with restricted crossover and biomarker‑guided randomization.,Speaker noted that crossover in NETTER‑1 likely erased OS benefit.,CrisPRO can simulate trial power under various crossover and enrichment scenarios to optimize design before launch.
ras-inhibitors-mechanisms-of-resistance-and-drug-combinations::unknown::1,Channing,Academic,ras-inhibitors-mechanisms-of-resistance-and-drug-combinations,resistance_mechanism_addressable,high,"Non‑genetic transcriptional resistance (TEAD, MYC, ERK) could be targeted by CrisPRO‑derived transcriptional signatures to identify patients who may benefit from orthogonal combinations.","Speaker said: ""we identified TEAD, MYC and ERK transcription factor‑based mechanisms of resistance""",Use CrisPRO to model the shared 300‑gene core network and predict combinatorial targets that disrupt the transcriptional resistance program.
ras-inhibitors-mechanisms-of-resistance-and-drug-combinations::unknown::1,Channing,Academic,ras-inhibitors-mechanisms-of-resistance-and-drug-combinations,biomarker_stratification_gap,medium,Absence of pre‑treatment MAPK pathway activation biomarkers limits patient selection for G12C inhibitors.,"Speaker said: ""we see that DNA alterations are found in about 50% of patients, but also non‑genetic alterations are seen in another 50%""",Apply CrisPRO to integrate genomic and transcriptomic data to generate a composite MAPK activation score for enrollment.
ras-inhibitors-mechanisms-of-resistance-and-drug-combinations::unknown::2,Alvaro (post‑doc in Ken Olive's lab),Dana‑Farber Cancer Institute / Harvard,ras-inhibitors-mechanisms-of-resistance-and-drug-combinations,failed_asset_salvage,medium,"CrisPRO can model BMAL2‑driven transcriptional networks to identify downstream druggable nodes (e.g., glycolysis enzymes) for combination with KRAS inhibitors.","Speaker said: ""metabolomics showed glycolysis as top differential pathway in BMAL2 knockout under hypoxia""",Predict metabolic vulnerabilities created by BMAL2 loss and prioritize agents that target glycolysis in KRAS‑inhibited tumors.
ras-inhibitors-mechanisms-of-resistance-and-drug-combinations::unknown::2,Alvaro (post‑doc in Ken Olive's lab),Dana‑Farber Cancer Institute / Harvard,ras-inhibitors-mechanisms-of-resistance-and-drug-combinations,biomarker_stratification_gap,high,Develop a BMAL2 activity signature to stratify patients who may benefit from KRAS plus hypoxia‑targeted therapy.,"Speaker said: ""BMAL2 activity correlates with KRAS activity across pancreatic, lung and colorectal cancers""",Use CrisPRO to integrate BMAL2 regulon with clinical outcomes to define a predictive biomarker.
ras-inhibitors-mechanisms-of-resistance-and-drug-combinations::unknown::3,Sandra Massali,Johns Hopkins University,ras-inhibitors-mechanisms-of-resistance-and-drug-combinations,platform_superiority_angle,high,CrisPRO can predict RTK internalization kinetics from transcriptomic signatures to select ADCs with optimal payload delivery in KRAS‑inhibited tumors.,"Speaker said: ""we can see that RAS inhibitor increases the expression of receptors, but not all of them. EGFR stays steady, HER2 and ER3 are dynamically different""","Model receptor trafficking networks to identify agents that boost internalization, enabling superior ADC design."
ras-inhibitors-mechanisms-of-resistance-and-drug-combinations::unknown::3,Sandra Massali,Johns Hopkins University,ras-inhibitors-mechanisms-of-resistance-and-drug-combinations,combination_partner,medium,Identify small‑molecule TKIs that promote HER2/ER3 internalization as partners for HER2‑ADC therapy in pancreatic cancer.,"Speaker said: ""irreversible TKI that displays HSP90 allows HER2 internalization""",Use CrisPRO to simulate kinase inhibition effects on RTK dimerization and endocytic pathways.
ras-inhibitors-mechanisms-of-resistance-and-drug-combinations::unknown::4,Andy Aguirre,Dana‑Farber Cancer Institute,ras-inhibitors-mechanisms-of-resistance-and-drug-combinations,resistance_mechanism_addressable,high,Use CrisPRO to model the impact of KRAS amplification on downstream signaling and predict combination partners that suppress the amplified output.,"Speaker said: ""two‑thirds of those patients had mutant KRAS amplification""","Simulate dosage‑dependent KRAS signaling to identify optimal inhibitor concentrations or orthogonal targets (e.g., PRMT5)."
