talk_id,speaker_name,institution,session_title,talk_title,presentation_type,rhetorical_signals,cognitive_dissonance,n_vulnerabilities,vulnerability_type,failing_target,mechanistic_blindspot,evidence_strength,n_trial_dilution_risks,n_crispro_opportunities,crispro_top_type,crispro_top_priority,crispro_top_description,data_maturity,sample_size_adequacy,cited_competitors,nct_numbers,companies_to_monitor
targeted-therapy-data-driven-approaches-and-novel-drugs::unknown::6,Dr. Liu,Compada Biotech,targeted-therapy-data-driven-approaches-and-novel-drugs,"KBD‑1111: a selective, long‑acting, brain‑penetrant PARP‑1 inhibitor",clinical_trial_readout,"Speaker said: ""KBD‑1111 shows 9,000‑fold selectivity for PARP‑1 over PARP‑2"" | Speaker said: ""In rats, QW dosing showed no significant reticulocyte decrease, unlike QD dosing""",Speaker presented superior in‑vitro trapping data yet could not provide PD data to explain the claimed Q2W dosing advantage,1,toxicity_limiting,First‑generation PARP inhibitors (non‑selective PARP‑1/2),"PARP‑2 inhibition drives hematologic toxicity (anemia, thrombocytopenia)",explicit_admission,1,2,platform_superiority_angle,high,Leverage KBD‑1111’s brain penetration to target PARP‑dependent DNA repair in CNS metastases where first‑gen PARP inhibitors fail,mixed,pilot_only,Olaparib; AZD5305,,Compada Biotech
targeted-therapy-data-driven-approaches-and-novel-drugs::unknown::7,Dr. Sanchez,Novartis (IAG 933),targeted-therapy-data-driven-approaches-and-novel-drugs,Comparative activity of TEAD central‑pocket inhibitor vs. YAP‑TEAD PPI in KRAS‑mutant cancers,translational_science,"Speaker said: ""The combination of the Yap/TED PPI with sotorasib gave a much more durable and pronounced extended response"" | Speaker said: ""Both inhibitors were able to provide similar therapeutic benefit in vivo""","In vitro data showed superior durability of the PPI versus the CPI, yet in vivo xenograft models both modalities yielded comparable tumor regression",1,acquired_resistance,KRAS G12C monotherapy (sotorasib) in resistant cell lines,Hippo pathway activation (YAP/TAZ‑TEAD transcription) bypasses KRAS blockade,explicit_admission,0,2,combination_partner,high,Pair KRAS G12C inhibitors with TEAD PPI (IAG 933) in KRAS‑mutant NSCLC to overcome Hippo‑mediated resistance,mixed,pilot_only,AZD0751 (central‑pocket TEAD inhibitor); Sotorasib (KRAS G12C inhibitor),,Novartis
targeted-therapy-frontiers-in-microsatellite-stable-metastatic-colorectal-cancer::unknown::1,Dr. Scott Kopetz,University of Texas MD Anderson Cancer Center,targeted-therapy-frontiers-in-microsatellite-stable-metastatic-colorectal-cancer,RAS and RAF targeting in MSS metastatic colorectal cancer,clinical_trial_readout,"Speaker said: ""we don't have that data formally yet"" | Speaker said: ""I don't think that MSS will be solved by a single drug, but it will be solved with strategy"" | Speaker said: ""we still don't have great ideas yet or at least great signals of what to do afterwards""","Speaker showed pre‑clinical data that EGFR inhibition alone is inactive in BRAF‑mutant CRC, yet concluded that adding EGFR to BRAF inhibition is sufficient for durable pathway inhibition without needing additional targets",1,acquired_resistance,Encorafenib + cetuximab (BRAF/EGFR doublet),"Emergence of KRAS, NRAS, MAP2K1 mutations and MET amplifications at progression",explicit_admission,1,3,biomarker_stratification_gap,high,Baseline high cell‑cycle transcriptional signature predicts emergence of secondary KRAS/NRAS mutations; CrisPRO could develop a predictive model to select patients who need upfront combination with PI3K or MET inhibitors,single_arm_phase2,adequately_powered,Vemurafenib; Encorafenib; Sotorasib; Adagrasib; Pluxerafenib; Amivantamab,NCT04525484,MD Anderson (academic program); BridgeBio; Amgen; Astellas
taste-and-smell-in-cancer-undervalued-drivers-of-nutrition-and-patient-impact::unknown::1,Valentina Parma,Monell Chemical Senses Center / University of Pennsylvania,taste-and-smell-in-cancer-undervalued-drivers-of-nutrition-and-patient-impact,"Chemosensory dysfunction in cancer: prevalence, impact and unmet needs",clinical_trial_readout,"Speaker said: ""Currently, we don't have pharmacological solutions to reverse the smell dysfunction or taste dysfunction that really works."" | Speaker said: ""We don't have good data in the EMR either, because in time‑pressured environments it is often deprioritized."" | Speaker said: ""There is no wonder drug here... the best we can do right now is nutrition counseling and self‑management strategies.""",,1,insufficient_efficacy,pharmacological interventions for chemosensory dysfunction,lack of mechanistic understanding of how cancer therapies cause persistent taste and smell loss,explicit_admission,0,2,biomarker_stratification_gap,high,"Absence of validated biomarkers to identify patients at highest risk for chemosensory dysfunction, limiting targeted preventive or therapeutic interventions.",mixed,adequately_powered,,,
taste-and-smell-in-cancer-undervalued-drivers-of-nutrition-and-patient-impact::unknown::2,Linda Mistretta,University of Colorado,taste-and-smell-in-cancer-undervalued-drivers-of-nutrition-and-patient-impact,"Taste bud homeostasis, cancer therapeutics and organoid models",basic_science,"Speaker said: ""We don't fully understand why a steady rundown of taste buds causes dysgeusia so quickly in patients."" | Speaker said: ""We still lack in vitro models for human taste epithelium."" | Speaker said: ""The smoothened antagonist knocks out taste buds, yet it is highly effective against cancer – a paradoxical effect.""","Speaker showed that smoothened antagonists efficiently shrink tumors, then concluded that these drugs cause severe loss of taste buds – a contradiction between tumor efficacy and taste toxicity.",3,primary_resistance,Wnt/β‑catenin pathway inhibitors,off‑target impact on taste progenitor proliferation leading to excess type‑I cells and loss of sweet perception,explicit_admission,0,3,resistance_mechanism_addressable,high,Identify and model off‑target KIT inhibition in taste progenitors to design selective TKIs that spare taste function.,preclinical_only,pilot_only,Novartis smoothened antagonist; Cabozantinib,,Novartis; AstraZeneca; Pfizer
the-aacr-project-genie-data-model-a-foundation-for-scalable-structured-data-coll::unknown::1,Jennifer Hoppe,AACR Project Genie,the-aacr-project-genie-data-model-a-foundation-for-scalable-structured-data-coll,Technical considerations and architecture of the Genie Data Model,translational_science,"Speaker said: ""the Genie data model is open source, cohort agnostic, and the really key point here is it implements a dual pathway architecture"" | Speaker said: ""we looked to FHIR and mCODE for interoperability components, and then also the analytical framework of the OMOP Common Data Model""",,0,,,,,0,1,resistance_mechanism_addressable,high,"Develop AI/NLP pipelines to accurately extract clinical variables from unstructured notes, addressing the manual abstraction gap highlighted by the speaker.",preclinical_only,not_applicable,FHIR; mCODE; OMOP Common Data Model,,AACR
the-aacr-project-genie-data-model-a-foundation-for-scalable-structured-data-coll::unknown::2,Jake Van Kampen,Providence Cancer Institute,the-aacr-project-genie-data-model-a-foundation-for-scalable-structured-data-coll,Implementation of the Genie Data Model at Providence (GP3),platform_showcase,"Speaker said: ""GP3 aims to replace or augment the manual data curation process so we can scale to larger cohorts and have better data quality"" | Speaker said: ""We use AI tools like GitHub Copilot to accelerate code writing and improve software engineering best practices""",,0,,,,,0,1,trial_design_improvement,medium,Apply CrisPRO's data lineage and validation framework to enhance GP3's QA/QC pipelines for heterogeneous source hierarchies.,mixed,adequately_powered,GitHub Copilot; OMOP,,Providence Cancer Institute
the-aacr-project-genie-data-model-a-foundation-for-scalable-structured-data-coll::unknown::3,Dr. Hacker Busch,University of Lübeck,the-aacr-project-genie-data-model-a-foundation-for-scalable-structured-data-coll,"European perspective on Genie, national cancer nodes, and clinical implementation",clinical_trial_readout,"Speaker said: ""Genie has shown that multi-institutional data sharing is feasible, and with these layers of data sharing and the Candle project, the EU is now trying to scale this up to up to 20 nations"" | Speaker said: ""In the GenomeDE project, health insurance pays for sequencing only after a confirmation token is returned, creating a financial incentive for data submission""",,0,,,,,0,2,platform_superiority_angle,high,"Leverage CrisPRO to provide standardized QA/QC metrics for the German cBioPortal MTB extension, addressing the speaker's concern about internal validation.",mixed,adequately_powered,cBioPortal; CANDLE consortium; GenomeDE,,University of Lübeck; German Cancer Consortium
the-epitranscriptome-in-cancer-modifying-rna-to-shape-the-future-of-oncology::unknown::1,Kamil Krance,"Institute of Cancer Research, London",the-epitranscriptome-in-cancer-modifying-rna-to-shape-the-future-of-oncology,Functional significance of M6A readers YTHDF1/2/3 in acute myeloid leukemia,translational_science,Speaker said: we haven't looked into that. | Speaker said: I don't have a clue.,Speaker showed that YTHDF2 deletion expands normal hematopoietic stem cells (no phenotype) yet concluded that YTHDF2 inhibition will be a safe therapeutic strategy without presenting long‑term toxicity data,1,toxicity_limiting,YTHDF2 small‑molecule inhibitor (IC50 11 µM),low potency and lack of selectivity for YTHDF2 versus other YTHDF paralogs,explicit_admission,0,3,biomarker_stratification_gap,high,"TP53‑mutant AML appears especially sensitive to YTHDF3 knockdown, but the effect in TP53‑wildtype AML is unclear",preclinical_only,pilot_only,,,
the-epitranscriptome-in-cancer-modifying-rna-to-shape-the-future-of-oncology::unknown::2,Chuan He,"University of Chicago, Department of Chemistry",the-epitranscriptome-in-cancer-modifying-rna-to-shape-the-future-of-oncology,M6A readers in tumor microenvironment and chromatin regulation,translational_science,"Speaker said: ""We haven't done that much R‑loop correlation with M6A"" | Speaker said: ""I won't be surprised, there's a correlation""","Speaker presented extensive preclinical data showing YTHDC1 inhibition collapses stemness in neuroendocrine cancers, yet concluded that the same inhibitor ""gave us the best result"" without providing comparative pharmacodynamic or safety data",1,insufficient_efficacy,YTHDC1 inhibitor (tool compound),Limited in‑vivo potency and lack of pharmacokinetic data for solid‑tumor models,implied_by_hedging,0,3,resistance_mechanism_addressable,medium,"Unclear whether YTHDC1 inhibition affects DNA damage response pathways (e.g., ATM, PARP) in solid tumors",preclinical_only,pilot_only,,,
the-impact-of-lifestyle-diet-and-the-microbiome-on-cancer-onset-and-spread::unknown::1,Karen Valston,University Laboratory,the-impact-of-lifestyle-diet-and-the-microbiome-on-cancer-onset-and-spread,Precision diets targeting serine and glycine metabolism,translational_science,"Speaker said: ""we do see this effect in many cancer cells, but not all"" | Speaker said: ""there is absolutely no impact of the serine/glycine-free diet"" for the RAS p53 model | Speaker said: ""we noticed that that did result in weight loss in the mice that had to be managed quite carefully"" | Speaker said: ""long‑term serine and glycine depletion in mice ... can lead to peripheral neuropathy"" | Speaker said: ""we were not able to see any changes in T cell infiltration""",,1,primary_resistance,Serine/glycine dietary restriction,Upregulation of de novo serine synthesis via PHGDH renders tumors independent of exogenous serine/glycine,explicit_admission,1,3,biomarker_stratification_gap,high,Identify patients with low PHGDH expression or loss of serine synthesis enzymes to enrich for responders to serine/glycine restriction.,preclinical_only,pilot_only,Sabatini Lab; Vander Heiden Lab,,Companies developing metabolic enzyme inhibitors
the-impact-of-lifestyle-diet-and-the-microbiome-on-cancer-onset-and-spread::unknown::2,Mark Fabreo,Monash University,the-impact-of-lifestyle-diet-and-the-microbiome-on-cancer-onset-and-spread,Exercise‑derived extracellular vesicles suppress metastasis,basic_science,"Speaker said: ""the number of particles doubles during exercise"" | Speaker said: ""the EV fraction from the exercise mouse had a profound effect on cell proliferation and cell viability"" | Speaker said: ""the answer was yes"" when asked if EVs recapitulate exercise benefit | Speaker said: ""we didn't see anything remarkable in the immune system""","Speaker showed that EMT proteins are suppressed by exercise yet concluded that ""most of the effects with exercise are through the immune system"" – contradictory because immune data were negative",0,,,,,0,3,platform_superiority_angle,high,Develop a CrisPRO‑guided computational pipeline to identify additional exercise‑induced EV proteins that suppress metastasis beyond MTSS1/NME2.,preclinical_only,pilot_only,Nimna Pereira; Martin Whitham,,Companies developing EV‑based therapeutics
